2.57	-0.309563	4.38841
2.58	-0.265372	4.44837
2.59	-0.220627	4.49907
2.6	-0.175422	4.54038
2.61	-0.129851	4.57222
2.62	-0.0840094	4.59453
2.63	-0.0379925	4.60726
2.64	0.00810379	4.61039
2.65	0.0541832	4.6039
2.66	0.10015	4.58781
2.67	0.145908	4.56215
2.68	0.191361	4.52699
2.69	0.236416	4.48238
2.7	0.280978	4.42842
2.71	0.324954	4.36524
2.72	0.368252	4.29295
2.73	0.410783	4.2117
2.74	0.452457	4.12168
2.75	0.493188	4.02306
2.76	0.532891	3.91605
2.77	0.571482	3.80088
2.78	0.608883	3.67778
2.79	0.645013	3.54701
2.8	0.679799	3.40885
2.81	0.713167	3.26358
2.82	0.745048	3.1115
2.83	0.775376	2.95293
2.84	0.804087	2.78821
2.85	0.831121	2.61767
2.86	0.856422	2.44168
2.87	0.879938	2.26059
2.88	0.901619	2.07479
2.89	0.92142	1.88466
2.9	0.9393	1.6906
2.91	0.955221	1.49302
2.92	0.969151	1.29232
2.93	0.981059	1.08893
2.94	0.990922	0.883266
2.95	0.998719	0.675761
2.96	1.00443	0.466846
2.97	1.00805	0.256958
2.98	1.00957	0.0465331
2.99	1.00898	-0.163989
3	1.00629	-0.374169
3.01	1.0015	-0.58357
3.02	0.994627	-0.791754
3.03	0.985676	-0.998288
3.04	0.974669	-1.20274
3.05	0.96163	-1.40469
3.06	0.946586	-1.6037
3.07	0.929568	-1.79937
3.08	0.910611	-1.9913
3.09	0.889756	-2.17907
3.1	0.867046	-2.36229
3.11	0.842528	-2.54059
3.12	0.816252	-2.7136
3.13	0.788275	-2.88094
3.14	0.758654	-3.04228
3.15	0.727451	-3.19728
3.16	0.694731	-3.3456
3.17	0.660563	-3.48696
3.18	0.625017	-3.62104
3.19	0.588168	-3.74757
3.2	0.550092	-3.86629
3.21	0.510869	-3.97695
3.22	0.470581	-4.07931
3.23	0.429312	-4.17317
3.24	0.387147	-4.25833
3.25	0.344175	-4.33461
3.26	0.300485	-4.40185
3.27	0.256169	-4.45991
3.28	0.211318	-4.50867
3.29	0.166027	-4.54803
3.3	0.120389	-4.57791
3.31	0.0745008	-4.59824
3.32	0.0284567	-4.60899
3.33	-0.0176468	-4.61012
3.34	-0.0637137	-4.60164
3.35	-0.109648	-4.58357
3.36	-0.155353	-4.55594
3.37	-0.200735	-4.51881
3.38	-0.245698	-4.47225
3.39	-0.290149	-4.41637
3.4	-0.333995	-4.35129
3.41	-0.377145	-4.27713
3.42	-0.419508	-4.19405
3.43	-0.460997	-4.10222
3.44	-0.501524	-4.00184
3.45	-0.541006	-3.89312
3.46	-0.57936	-3.77628
3.47	-0.616506	-3.65156
3.48	-0.652366	-3.51923
3.49	-0.686866	-3.37957
3.5	-0.719935	-3.23285
3.51	-0.751501	-3.07939
3.52	-0.781502	-2.91952
3.53	-0.809872	-2.75355
3.54	-0.836554	-2.58184
3.55	-0.861492	-2.40475
3.56	-0.884633	-2.22265
3.57	-0.90593	-2.03591
3.58	-0.925337	-1.84492
3.59	-0.942816	-1.65009
3.6	-0.958328	-1.45181
3.61	-0.971843	-1.25051
3.62	-0.983331	-1.0466
3.63	-0.992768	-0.840507
3.64	-1.00014	-0.632661
3.65	-1.00542	-0.423496
3.66	-1.0086	-0.213447
3.67	-1.00969	-0.00295345
3.68	-1.00866	0.207547
3.69	-1.00554	0.417615
3.7	-1.00031	0.626813
3.71	-0.993006	0.834704
3.72	-0.983627	1.04086
3.73	-0.972197	1.24484
3.74	-0.958739	1.44622
3.75	-0.943283	1.64459
3.76	-0.92586	1.83953
3.77	-0.906506	2.03064
3.78	-0.885262	2.21751
3.79	-0.862172	2.39976
3.8	-0.837284	2.57701
3.81	-0.81065	2.74888
3.82	-0.782326	2.91502
3.83	-0.75237	3.07508
3.84	-0.720846	3.22873
3.85	-0.687819	3.37565
3.86	-0.653357	3.51553
3.87	-0.617533	3.64809
3.88	-0.580421	3.77303
3.89	-0.542099	3.89011
3.9	-0.502647	3.99907
3.91	-0.462146	4.0997
3.92	-0.420681	4.19178
3.93	-0.37834	4.27512
3.94	-0.335209	4.34954
3.95	-0.291379	4.4149
3.96	-0.246942	4.47105
3.97	-0.20199	4.51787
3.98	-0.156616	4.55528
3.99	-0.110916	4.58319
4	-0.0649843	4.60154
4.01	-0.0189172	4.6103
4.02	0.0271895	4.60944
4.03	0.0732396	4.59897
4.04	0.119137	4.57892
4.05	0.164786	4.54931
4.06	0.210092	4.51022
4.07	0.254959	4.46173
4.08	0.299295	4.40393
4.09	0.343008	4.33695
4.1	0.386004	4.26092
4.11	0.428197	4.17601
4.12	0.469496	4.0824
4.13	0.509816	3.98027
4.14	0.549074	3.86984
4.15	0.587187	3.75134
4.16	0.624075	3.62502
4.17	0.659662	3.49114
4.18	0.693874	3.34998
4.19	0.726639	3.20183
4.2	0.757889	3.04701
4.21	0.787558	2.88583
4.22	0.815586	2.71864
4.23	0.841913	2.54578
4.24	0.866484	2.36761
4.25	0.889249	2.1845
4.26	0.91016	1.99684
4.27	0.929173	1.80501
4.28	0.946248	1.60942
4.29	0.96135	1.41047
4.3	0.974448	1.20858
4.31	0.985514	1.00417
4.32	0.994525	0.797667
4.33	1.00146	0.589499
4.34	1.00631	0.380102
4.35	1.00906	0.169913
4.36	1.00971	-0.0406319
4.37	1.00825	-0.251092
4.38	1.00469	-0.461029
4.39	0.999035	-0.670005
4.4	0.991296	-0.877584
4.41	0.98149	-1.08333
4.42	0.969637	-1.28683
4.43	0.955763	-1.48763
4.44	0.939896	-1.68534
4.45	0.922068	-1.87953
4.46	0.902319	-2.06981
4.47	0.880687	-2.25577
4.48	0.85722	-2.43702
4.49	0.831965	-2.6132
4.5	0.804975	-2.78392
4.51	0.776306	-2.94884
4.52	0.746019	-3.10762
4.53	0.714176	-3.25991
4.54	0.680844	-3.40541
4.55	0.646092	-3.5438
4.56	0.609993	-3.67481
4.57	0.572622	-3.79815
4.58	0.534057	-3.91358
4.59	0.494378	-4.02084
4.6	0.453668	-4.11972
4.61	0.412012	-4.21001
4.62	0.369497	-4.29153
4.63	0.326212	-4.36409
4.64	0.282246	-4.42755
4.65	0.237692	-4.48179
4.66	0.192642	-4.52667
4.67	0.14719	-4.56212
4.68	0.101431	-4.58806
4.69	0.0554609	-4.60443
4.7	0.00937478	-4.6112
4.71	-0.036731	-4.60835
4.72	-0.0827602	-4.5959
4.73	-0.128617	-4.57386
4.74	-0.174206	-4.54228
4.75	-0.219431	-4.50123
4.76	-0.264199	-4.4508
4.77	-0.308416	-4.39109
4.78	-0.351991	-4.32222
4.79	-0.394831	-4.24434
4.8	-0.436848	-4.1576
4.81	-0.477954	-4.0622
4.82	-0.518064	-3.95833
4.83	-0.557094	-3.8462
4.84	-0.594962	-3.72606
4.85	-0.631589	-3.59814
4.86	-0.6669	-3.46272
4.87	-0.70082	-3.32008
4.88	-0.733279	-3.17052
4.89	-0.764209	-3.01435
4.9	-0.793546	-2.85189
4.91	-0.821228	-2.68348
4.92	-0.847197	-2.50948
4.93	-0.8714	-2.33025
4.94	-0.893786	-2.14615
4.95	-0.914309	-1.95758
4.96	-0.932925	-1.76493
4.97	-0.949596	-1.5686
4.98	-0.964287	-1.369
4.99	-0.976967	-1.16654
5	-0.98761	-0.961646
5.01	-0.996194	-0.75475
