0.01	0.539479	3.89583
0.02	0.577862	3.77931
0.03	0.615039	3.65491
0.04	0.650935	3.52288
0.05	0.685473	3.3835
0.06	0.718582	3.23708
0.07	0.750192	3.0839
0.08	0.780239	2.92429
0.09	0.808658	2.75858
0.1	0.835392	2.58712
0.11	0.860383	2.41027
0.12	0.883581	2.22839
0.13	0.904936	2.04186
0.14	0.924405	1.85107
0.15	0.941946	1.65643
0.16	0.957522	1.45833
0.17	0.971103	1.25719
0.18	0.982658	1.05342
0.19	0.992164	0.847465
0.2	0.999602	0.639738
0.21	1.00496	0.430676
0.22	1.00821	0.220717
0.23	1.00937	0.0102965
0.24	1.00842	-0.200146
0.25	1.00537	-0.410171
0.26	1.00022	-0.619341
0.27	0.992986	-0.82722
0.28	0.983682	-1.03338
0.29	0.972327	-1.23738
0.3	0.958944	-1.4388
0.31	0.943562	-1.63722
0.32	0.926212	-1.83222
0.33	0.906931	-2.02341
0.34	0.885758	-2.21038
0.35	0.862739	-2.39274
0.36	0.837921	-2.57011
0.37	0.811355	-2.74212
0.38	0.783098	-2.90842
0.39	0.753208	-3.06865
0.4	0.721747	-3.22248
0.41	0.688781	-3.3696
0.42	0.654379	-3.50968
0.43	0.618612	-3.64245
0.44	0.581556	-3.76763
0.45	0.543286	-3.88495
0.46	0.503884	-3.99417
0.47	0.463431	-4.09506
0.48	0.422012	-4.18741
0.49	0.379712	-4.27103
0.5	0.336621	-4.34574
0.51	0.292828	-4.4114
0.52	0.248424	-4.46785
0.53	0.203502	-4.51499
0.54	0.158156	-4.55272
0.55	0.11248	-4.58095
0.56	0.0665689	-4.59963
0.57	0.0205192	-4.60872
0.58	-0.0255734	-4.6082
0.59	-0.0716127	-4.59807
0.6	-0.117503	-4.57835
0.61	-0.163148	-4.54909
0.62	-0.208453	-4.51034
0.63	-0.253324	-4.46219
0.64	-0.297666	-4.40473
0.65	-0.341388	-4.33809
0.66	-0.384398	-4.2624
0.67	-0.426606	-4.17782
0.68	-0.467925	-4.08453
0.69	-0.508269	-3.98273
0.7	-0.547553	-3.87262
0.71	-0.585695	-3.75443
0.72	-0.622616	-3.62842
0.73	-0.658238	-3.49484
0.74	-0.692489	-3.35397
0.75	-0.725295	-3.20611
0.76	-0.756589	-3.05157
0.77	-0.786306	-2.89066
0.78	-0.814383	-2.72372
0.79	-0.840762	-2.5511
0.8	-0.865388	-2.37317
0.81	-0.888209	-2.19028
0.82	-0.909179	-2.00283
0.83	-0.928252	-1.8112
0.84	-0.945391	-1.6158
0.85	-0.960558	-1.41702
0.86	-0.973722	-1.21529
0.87	-0.984856	-1.01102
0.88	-0.993936	-0.804651
0.89	-1.00094	-0.596599
0.9	-1.00586	-0.387303
0.91	-1.00869	-0.177199
0.92	-1.00941	0.033275
0.93	-1.00802	0.24368
0.94	-1.00454	0.453577
0.95	-0.998956	0.662529
0.96	-0.991292	0.8701
0.97	-0.981561	1.07586
0.98	-0.969783	1.27937
0.99	-0.955983	1.48022
1	-0.940189	1.67798
1.01	-0.922436	1.87224
1.02	-0.902758	2.0626
1.03	-0.881199	2.24866
1.04	-0.857802	2.43003
1.05	-0.832616	2.60633
1.06	-0.805694	2.7772
1.07	-0.777092	2.94228
1.08	-0.746869	3.10122
1.09	-0.715089	3.2537
1.1	-0.681819	3.39939
1.11	-0.647126	3.53799
1.12	-0.611084	3.66922
1.13	-0.573767	3.7928
1.14	-0.535255	3.90847
1.15	-0.495626	4.01599
1.16	-0.454963	4.11513
1.17	-0.413352	4.2057
1.18	-0.370879	4.2875
1.19	-0.327632	4.36035
1.2	-0.283702	4.42412
1.21	-0.239181	4.47866
1.22	-0.19416	4.52386
1.23	-0.148735	4.55963
1.24	-0.103	4.58589
1.25	-0.0570494	4.60259
1.26	-0.0109801	4.60969
1.27	0.0351122	4.60718
1.28	0.0811314	4.59506
1.29	0.126982	4.57336
1.3	0.172567	4.54213
1.31	0.217793	4.50142
1.32	0.262564	4.45133
1.33	0.306788	4.39196
1.34	0.350373	4.32343
1.35	0.393227	4.24588
1.36	0.435261	4.15948
1.37	0.476388	4.06441
1.38	0.516522	3.96086
1.39	0.555578	3.84905
1.4	0.593476	3.72922
1.41	0.630137	3.60161
1.42	0.665484	3.46649
1.43	0.699443	3.32414
1.44	0.731944	3.17486
1.45	0.762919	3.01896
1.46	0.792303	2.85677
1.47	0.820035	2.68862
1.48	0.846057	2.51486
1.49	0.870315	2.33585
1.5	0.892758	2.15198
1.51	0.91334	1.96362
1.52	0.932018	1.77116
1.53	0.948752	1.57501
1.54	0.963508	1.37558
1.55	0.976255	1.17328
1.56	0.986966	0.968529
1.57	0.995619	0.76176
1.58	1.0022	0.553402
1.59	1.00668	0.343889
1.6	1.00907	0.13366
1.61	1.00936	-0.0768491
1.62	1.00754	-0.287198
1.63	1.00362	-0.496948
1.64	0.997602	-0.705663
1.65	0.989508	-0.912907
1.66	0.979351	-1.11825
1.67	0.967152	-1.32126
1.68	0.952936	-1.52151
1.69	0.936733	-1.71859
1.7	0.918577	-1.91209
1.71	0.898505	-2.1016
1.72	0.87656	-2.28674
1.73	0.852787	-2.4671
1.74	0.827236	-2.64232
1.75	0.79996	-2.81203
1.76	0.771015	-2.97587
1.77	0.740463	-3.13351
1.78	0.708367	-3.28462
1.79	0.674794	-3.42888
1.8	0.639814	-3.56599
1.81	0.6035	-3.69567
1.82	0.565927	-3.81764
1.83	0.527174	-3.93164
1.84	0.487322	-4.03746
1.85	0.446453	-4.13485
1.86	0.404654	-4.22362
1.87	0.362011	-4.30358
1.88	0.318612	-4.37457
1.89	0.27455	-4.43644
1.9	0.229915	-4.48906
1.91	0.1848	-4.53232
1.92	0.1393	-4.56613
1.93	0.0935093	-4.59042
1.94	0.0475237	-4.60513
1.95	0.0014388	-4.61024
1.96	-0.0446491	-4.60574
1.97	-0.0906441	-4.59164
1.98	-0.13645	-4.56796
1.99	-0.181972	-4.53476
2	-0.227114	-4.4921
2.01	-0.271783	-4.44008
2.02	-0.315885	-4.37879
2.03	-0.359328	-4.30838
2.04	-0.402023	-4.22898
2.05	-0.443879	-4.14077
2.06	-0.484809	-4.04392
2.07	-0.524729	-3.93863
2.08	-0.563555	-3.82514
2.09	-0.601206	-3.70367
2.1	-0.637603	-3.57447
2.11	-0.672671	-3.43782
2.12	-0.706336	-3.29401
2.13	-0.738529	-3.14332
2.14	-0.769181	-2.98608
2.15	-0.79823	-2.82262
2.16	-0.825614	-2.65327
2.17	-0.851277	-2.47838
2.18	-0.875165	-2.29833
2.19	-0.897229	-2.11348
2.2	-0.917421	-1.92423
2.21	-0.9357	-1.73096
2.22	-0.952029	-1.53409
2.23	-0.966372	-1.33401
2.24	-0.978701	-1.13116
2.25	-0.988988	-0.925942
2.26	-0.997214	-0.718795
2.27	-1.00336	-0.510149
2.28	-1.00741	-0.30044
2.29	-1.00937	-0.0901032
2.3	-1.00922	0.120422
2.31	-1.00696	0.330696
2.32	-1.00261	0.540281
2.33	-0.996159	0.74874
2.34	-0.987636	0.955637
2.35	-0.977054	1.16054
2.36	-0.964434	1.36303
2.37	-0.949803	1.56267
2.38	-0.933192	1.75906
2.39	-0.914635	1.95178
2.4	-0.894171	2.14043
2.41	-0.871842	2.32461
2.42	-0.847695	2.50395
2.43	-0.821781	2.67807
2.44	-0.794153	2.84661
2.45	-0.764869	3.00921
2.46	-0.73399	3.16553
2.47	-0.701581	3.31526
2.48	-0.667709	3.45807
2.49	-0.632444	3.59367
2.5	-0.595861	3.72178
2.51	-0.558035	3.84213
2.52	-0.519045	3.95447
2.53	-0.478973	4.05856
2.54	-0.437903	4.15419
2.55	-0.395919	4.24116
2.56	-0.353109	4.31929
