6.95145e-310	0.005
0.001	0.0100049
0.002	0.0150147
0.003	0.0200291
0.004	0.0250482
0.005	0.0300716
0.006	0.0350994
0.007	0.0401314
0.008	0.0451675
0.009	0.0502075
0.01	0.0552514
0.011	0.060299
0.012	0.0653502
0.013	0.0704048
0.014	0.0754628
0.015	0.080524
0.016	0.0855883
0.017	0.0906555
0.018	0.0957256
0.019	0.100798
0.02	0.105874
0.021	0.110952
0.022	0.116032
0.023	0.121114
0.024	0.126199
0.025	0.131285
0.026	0.136374
0.027	0.141464
0.028	0.146555
0.029	0.151648
0.03	0.156743
0.031	0.161838
0.032	0.166935
0.033	0.172032
0.034	0.177131
0.035	0.18223
0.036	0.18733
0.037	0.19243
0.038	0.19753
0.039	0.202631
0.04	0.207731
0.041	0.212832
0.042	0.217932
0.043	0.223032
0.044	0.228132
0.045	0.233231
0.046	0.238329
0.047	0.243426
0.048	0.248522
0.049	0.253618
0.05	0.258712
0.051	0.263804
0.052	0.268895
0.053	0.273985
0.054	0.279072
0.055	0.284158
0.056	0.289242
0.057	0.294324
0.058	0.299403
0.059	0.30448
0.06	0.309554
0.061	0.314626
0.062	0.319695
0.063	0.324761
0.064	0.329824
0.065	0.334883
0.066	0.33994
0.067	0.344993
0.068	0.350042
0.069	0.355087
0.07	0.360129
0.071	0.365167
0.072	0.3702
0.073	0.37523
0.074	0.380255
0.075	0.385275
0.076	0.390291
0.077	0.395302
0.078	0.400308
0.079	0.405309
0.08	0.410305
0.081	0.415296
0.082	0.420281
0.083	0.42526
0.084	0.430234
0.085	0.435202
0.086	0.440165
0.087	0.445121
0.088	0.45007
0.089	0.455014
0.09	0.459951
0.091	0.464881
0.092	0.469805
0.093	0.474722
0.094	0.479631
0.095	0.484534
0.096	0.489429
0.097	0.494317
0.098	0.499198
0.099	0.50407
0.1	0.508935
0.101	0.513792
0.102	0.518641
0.103	0.523482
0.104	0.528315
0.105	0.533139
0.106	0.537954
0.107	0.542761
0.108	0.547559
0.109	0.552348
0.11	0.557128
0.111	0.561898
0.112	0.56666
0.113	0.571411
0.114	0.576154
0.115	0.580886
0.116	0.585609
0.117	0.590321
0.118	0.595024
0.119	0.599716
0.12	0.604398
0.121	0.609069
0.122	0.613729
0.123	0.618379
0.124	0.623018
0.125	0.627646
0.126	0.632263
0.127	0.636869
0.128	0.641463
0.129	0.646045
0.13	0.650616
0.131	0.655175
0.132	0.659722
0.133	0.664257
0.134	0.66878
0.135	0.673291
0.136	0.677789
0.137	0.682275
0.138	0.686748
0.139	0.691208
0.14	0.695655
0.141	0.700089
0.142	0.70451
0.143	0.708918
0.144	0.713312
0.145	0.717693
0.146	0.72206
0.147	0.726413
0.148	0.730753
0.149	0.735078
0.15	0.739389
0.151	0.743686
0.152	0.747968
0.153	0.752236
0.154	0.756489
0.155	0.760728
0.156	0.764951
0.157	0.76916
0.158	0.773353
0.159	0.777531
0.16	0.781694
0.161	0.785841
0.162	0.789972
0.163	0.794088
0.164	0.798188
0.165	0.802272
0.166	0.806339
0.167	0.810391
0.168	0.814426
0.169	0.818445
0.17	0.822447
0.171	0.826433
0.172	0.830401
0.173	0.834353
0.174	0.838288
0.175	0.842205
0.176	0.846105
0.177	0.849988
0.178	0.853853
0.179	0.857701
0.18	0.861531
0.181	0.865343
0.182	0.869137
0.183	0.872913
0.184	0.876671
0.185	0.88041
0.186	0.884131
0.187	0.887834
0.188	0.891518
0.189	0.895183
0.19	0.898829
0.191	0.902456
0.192	0.906064
0.193	0.909653
0.194	0.913223
0.195	0.916773
0.196	0.920303
0.197	0.923814
0.198	0.927306
0.199	0.930777
0.2	0.934229
0.201	0.93766
0.202	0.941071
0.203	0.944462
0.204	0.947832
0.205	0.951182
0.206	0.954512
0.207	0.957821
0.208	0.961108
0.209	0.964375
0.21	0.967621
0.211	0.970846
0.212	0.97405
0.213	0.977232
0.214	0.980393
0.215	0.983532
0.216	0.98665
0.217	0.989746
0.218	0.99282
0.219	0.995872
0.22	0.998902
0.221	1.00191
0.222	1.0049
0.223	1.00786
0.224	1.0108
0.225	1.01372
0.226	1.01661
0.227	1.01949
0.228	1.02234
0.229	1.02517
0.23	1.02797
0.231	1.03075
0.232	1.03351
0.233	1.03625
0.234	1.03896
0.235	1.04165
0.236	1.04431
0.237	1.04695
0.238	1.04957
0.239	1.05216
0.24	1.05473
0.241	1.05728
0.242	1.0598
0.243	1.06229
0.244	1.06477
0.245	1.06722
0.246	1.06964
0.247	1.07204
0.248	1.07442
0.249	1.07677
0.25	1.07909
0.251	1.08139
0.252	1.08367
0.253	1.08592
0.254	1.08814
0.255	1.09035
0.256	1.09252
0.257	1.09467
0.258	1.0968
0.259	1.09889
0.26	1.10097
0.261	1.10302
0.262	1.10504
0.263	1.10703
0.264	1.109
0.265	1.11095
0.266	1.11287
0.267	1.11476
0.268	1.11662
0.269	1.11846
0.27	1.12028
0.271	1.12206
0.272	1.12383
0.273	1.12556
0.274	1.12727
0.275	1.12895
0.276	1.1306
0.277	1.13223
0.278	1.13383
0.279	1.1354
0.28	1.13695
0.281	1.13847
0.282	1.13996
0.283	1.14142
0.284	1.14286
0.285	1.14427
0.286	1.14565
0.287	1.14701
0.288	1.14834
0.289	1.14964
0.29	1.15091
0.291	1.15215
0.292	1.15337
0.293	1.15456
0.294	1.15572
0.295	1.15685
0.296	1.15796
0.297	1.15904
0.298	1.16008
0.299	1.16111
0.3	1.1621
0.301	1.16306
0.302	1.164
0.303	1.16491
0.304	1.16578
0.305	1.16664
0.306	1.16746
0.307	1.16825
0.308	1.16902
0.309	1.16975
0.31	1.17046
0.311	1.17114
0.312	1.17179
0.313	1.17241
0.314	1.173
0.315	1.17356
0.316	1.1741
0.317	1.1746
0.318	1.17508
0.319	1.17553
0.32	1.17594
0.321	1.17633
0.322	1.17669
0.323	1.17702
0.324	1.17732
0.325	1.17759
0.326	1.17784
0.327	1.17805
0.328	1.17823
0.329	1.17838
0.33	1.17851
0.331	1.1786
0.332	1.17867
0.333	1.1787
0.334	1.17871
0.335	1.17868
0.336	1.17863
0.337	1.17855
0.338	1.17843
0.339	1.17829
0.34	1.17812
0.341	1.17791
0.342	1.17768
0.343	1.17742
0.344	1.17713
0.345	1.1768
0.346	1.17645
0.347	1.17607
0.348	1.17566
0.349	1.17521
0.35	1.17474
0.351	1.17424
0.352	1.17371
0.353	1.17314
0.354	1.17255
0.355	1.17193
0.356	1.17127
0.357	1.17059
0.358	1.16988
0.359	1.16913
0.36	1.16836
0.361	1.16756
0.362	1.16672
0.363	1.16586
0.364	1.16496
0.365	1.16404
0.366	1.16308
0.367	1.1621
0.368	1.16108
0.369	1.16003
0.37	1.15896
0.371	1.15785
0.372	1.15672
0.373	1.15555
0.374	1.15435
0.375	1.15312
0.376	1.15187
0.377	1.15058
0.378	1.14926
0.379	1.14791
0.38	1.14653
0.381	1.14512
0.382	1.14368
0.383	1.14221
0.384	1.14071
0.385	1.13918
0.386	1.13762
0.387	1.13603
0.388	1.13441
0.389	1.13276
0.39	1.13108
0.391	1.12937
0.392	1.12763
0.393	1.12585
0.394	1.12405
0.395	1.12222
0.396	1.12036
0.397	1.11847
0.398	1.11654
0.399	1.11459
0.4	1.11261
0.401	1.1106
0.402	1.10856
0.403	1.10648
0.404	1.10438
0.405	1.10225
0.406	1.10009
0.407	1.0979
0.408	1.09568
0.409	1.09342
0.41	1.09114
0.411	1.08883
0.412	1.08649
0.413	1.08412
0.414	1.08172
0.415	1.07929
0.416	1.07683
0.417	1.07434
0.418	1.07183
0.419	1.06928
0.42	1.0667
0.421	1.06409
0.422	1.06146
0.423	1.05879
0.424	1.0561
0.425	1.05337
0.426	1.05062
0.427	1.04784
0.428	1.04503
0.429	1.04218
0.43	1.03932
0.431	1.03642
0.432	1.03349
0.433	1.03053
0.434	1.02755
0.435	1.02453
0.436	1.02149
0.437	1.01842
0.438	1.01531
0.439	1.01219
0.44	1.00903
0.441	1.00584
0.442	1.00263
0.443	0.999381
0.444	0.996109
0.445	0.992809
0.446	0.98948
0.447	0.986123
0.448	0.982738
0.449	0.979325
0.45	0.975884
0.451	0.972415
0.452	0.968918
0.453	0.965392
0.454	0.96184
0.455	0.958259
0.456	0.954651
0.457	0.951015
0.458	0.947351
0.459	0.94366
0.46	0.939941
0.461	0.936196
0.462	0.932422
0.463	0.928622
0.464	0.924794
0.465	0.92094
0.466	0.917058
0.467	0.91315
0.468	0.909214
0.469	0.905252
0.47	0.901263
0.471	0.897247
0.472	0.893205
0.473	0.889136
0.474	0.885041
0.475	0.880919
0.476	0.876771
0.477	0.872597
0.478	0.868397
0.479	0.86417
0.48	0.859918
0.481	0.85564
0.482	0.851336
0.483	0.847007
0.484	0.842651
0.485	0.83827
0.486	0.833864
0.487	0.829433
0.488	0.824976
0.489	0.820494
0.49	0.815986
0.491	0.811454
0.492	0.806897
0.493	0.802315
0.494	0.797708
0.495	0.793077
0.496	0.788421
0.497	0.78374
0.498	0.779035
0.499	0.774306
0.5	0.769553
0.501	0.764775
0.502	0.759974
0.503	0.755148
0.504	0.750299
0.505	0.745426
0.506	0.74053
0.507	0.73561
0.508	0.730666
0.509	0.7257
0.51	0.72071
0.511	0.715697
0.512	0.710661
0.513	0.705602
0.514	0.70052
0.515	0.695416
0.516	0.690289
0.517	0.68514
0.518	0.679968
0.519	0.674774
0.52	0.669558
0.521	0.66432
0.522	0.65906
0.523	0.653778
0.524	0.648474
0.525	0.643149
0.526	0.637802
0.527	0.632434
0.528	0.627045
0.529	0.621635
0.53	0.616203
0.531	0.610751
0.532	0.605278
0.533	0.599784
0.534	0.59427
0.535	0.588735
0.536	0.58318
0.537	0.577605
0.538	0.57201
0.539	0.566394
0.54	0.560759
0.541	0.555105
0.542	0.54943
0.543	0.543736
0.544	0.538023
0.545	0.532291
0.546	0.52654
0.547	0.520769
0.548	0.51498
0.549	0.509172
0.55	0.503346
0.551	0.497501
0.552	0.491638
0.553	0.485756
0.554	0.479857
0.555	0.47394
0.556	0.468005
0.557	0.462052
0.558	0.456082
0.559	0.450094
0.56	0.444089
0.561	0.438067
0.562	0.432028
0.563	0.425972
0.564	0.419899
0.565	0.41381
0.566	0.407705
0.567	0.401583
0.568	0.395445
0.569	0.38929
0.57	0.38312
0.571	0.376935
0.572	0.370733
0.573	0.364517
0.574	0.358284
