0   -0.602083/t0.931684
0.01   1.43168/t-3.38915
0.02   -3.99124/t9.94185
0.03   11.3735/t-28.5076
0.04   -32.4988/t81.5201
0.05   92.8936/t-233.036
0.06   -265.535/t666.137
0.07   759.031/t-1904.15
0.08   -2169.69/t5443.02
0.09   6202.05/t-15558.9
0.1   -17728.6/t44475
0.11   50677.1/t-127132
0.12   -144860/t363406
0.13   414083/t-1.0388e+06
0.14   -1.18366e+06/t2.9694e+06
0.15   3.38348e+06/t-8.48803e+06
0.16   -9.67169e+06/t2.4263e+07
0.17   2.76465e+07/t-6.93558e+07
0.18   -7.90275e+07/t1.98254e+08
0.19   2.259e+08/t-5.66708e+08
0.2   -6.45735e+08/t1.61993e+09
0.21   1.84583e+09/t-4.63058e+09
0.22   -5.27632e+09/t1.32365e+10
0.23   1.50823e+10/t-3.78366e+10
0.24   -4.31129e+10/t1.08156e+11
0.25   1.23238e+11/t-3.09163e+11
0.26   -3.52276e+11/t8.83743e+11
0.27   1.00698e+12/t-2.52618e+12
0.28   -2.87846e+12/t7.22108e+12
0.29   8.22806e+12/t-2.06415e+13
0.3   -2.35199e+13/t5.90036e+13
0.31   6.72317e+13/t-1.68662e+14
0.32   -1.92182e+14/t4.8212e+14
0.33   5.49351e+14/t-1.37814e+15
0.34   -1.57032e+15/t3.93941e+15
0.35   4.48876e+15/t-1.12608e+16
0.36   -1.28311e+16/t3.2189e+16
0.37   3.66777e+16/t-9.20122e+16
0.38   -1.04843e+17/t2.63017e+17
0.39   2.99694e+17/t-7.51833e+17
0.4   -8.56676e+17/t2.14911e+18
0.41   2.44881e+18/t-6.14324e+18
0.42   -6.99992e+18/t1.75605e+19
0.43   2.00093e+19/t-5.01966e+19
0.44   -5.71965e+19/t1.43487e+20
0.45   1.63496e+20/t-4.10157e+20
0.46   -4.67354e+20/t1.17243e+21
0.47   1.33593e+21/t-3.3514e+21
0.48   -3.81875e+21/t9.57998e+21
0.49   1.09159e+22/t-2.73844e+22
0.5   -3.12031e+22/t7.82782e+22
0.51   8.91941e+22/t-2.23758e+23
0.52   -2.54961e+23/t6.39612e+23
0.53   7.28807e+23/t-1.82833e+24
0.54   -2.08329e+24/t5.22629e+24
0.55   5.95509e+24/t-1.49393e+25
0.56   -1.70226e+25/t4.27041e+25
0.57   4.86592e+25/t-1.2207e+26
0.58   -1.39092e+26/t3.48936e+26
0.59   3.97595e+26/t-9.97433e+26
0.6   -1.13653e+27/t2.85116e+27
0.61   3.24876e+27/t-8.15004e+27
0.62   -9.28657e+27/t2.32969e+28
0.63   2.65457e+28/t-6.65942e+28
0.64   -7.58807e+28/t1.90359e+29
0.65   2.16905e+29/t-5.44142e+29
0.66   -6.20023e+29/t1.55543e+30
0.67   1.77234e+30/t-4.4462e+30
0.68   -5.06622e+30/t1.27094e+31
0.69   1.44818e+31/t-3.633e+31
0.7   -4.13962e+31/t1.03849e+32
0.71   1.18331e+32/t-2.96853e+32
0.72   -3.38249e+32/t8.48553e+32
0.73   9.66884e+32/t-2.42559e+33
0.74   -2.76384e+33/t6.93355e+33
0.75   7.90043e+33/t-1.98195e+34
0.76   -2.25834e+34/t5.66541e+34
0.77   6.45546e+34/t-1.61946e+35
0.78   -1.84529e+35/t4.62922e+35
0.79   5.27477e+35/t-1.32326e+36
0.8   -1.50779e+36/t3.78254e+36
0.81   4.31002e+36/t-1.08124e+37
0.82   -1.23202e+37/t3.09072e+37
0.83   3.52173e+37/t-8.83483e+37
0.84   -1.00669e+38/t2.52544e+38
0.85   2.87761e+38/t-7.21896e+38
0.86   -8.22564e+38/t2.06354e+39
0.87   2.3513e+39/t-5.89863e+39
0.88   -6.72119e+39/t1.68612e+40
0.89   1.92125e+40/t-4.81978e+40
0.9   -5.4919e+40/t1.37773e+41
0.91   1.56986e+41/t-3.93825e+41
0.92   -4.48744e+41/t1.12575e+42
0.93   1.28273e+42/t-3.21795e+42
0.94   -3.6667e+42/t9.19851e+42
0.95   1.04812e+43/t-2.62939e+43
0.96   -2.99606e+43/t7.51612e+43
0.97   8.56425e+43/t-2.14848e+44
0.98   -2.44809e+44/t6.14144e+44
0.99   6.99786e+44/t-1.75553e+45
1   -2.00034e+45/t5.01818e+45
1.01   5.71797e+45/t-1.43445e+46
1.02   -1.63448e+46/t4.10036e+46
1.03   4.67216e+46/t-1.17209e+47
1.04   -1.33554e+47/t3.35042e+47
1.05   3.81763e+47/t-9.57716e+47
1.06   -1.09127e+48/t2.73763e+48
1.07   3.11939e+48/t-7.82552e+48
1.08   -8.91679e+48/t2.23692e+49
1.09   2.54886e+49/t-6.39424e+49
1.1   -7.28592e+49/t1.82779e+50
1.11   2.08268e+50/t-5.22475e+50
1.12   -5.95334e+50/t1.49349e+51
1.13   1.70176e+51/t-4.26915e+51
1.14   -4.86449e+51/t1.22034e+52
1.15   1.39051e+52/t-3.48833e+52
1.16   -3.97478e+52/t9.9714e+52
1.17   1.13619e+53/t-2.85032e+53
1.18   -3.2478e+53/t8.14765e+53
1.19   9.28384e+53/t-2.329e+54
1.2   -2.65378e+54/t6.65746e+54
1.21   7.58584e+54/t-1.90303e+55
1.22   -2.16841e+55/t5.43982e+55
1.23   6.19841e+55/t-1.55497e+56
1.24   -1.77181e+56/t4.44489e+56
1.25   5.06473e+56/t-1.27057e+57
1.26   -1.44775e+57/t3.63193e+57
1.27   4.1384e+57/t-1.03819e+58
1.28   -1.18296e+58/t2.96765e+58
1.29   3.38149e+58/t-8.48304e+58
1.3   -9.666e+58/t2.42488e+59
1.31   2.76303e+59/t-6.93151e+59
1.32   -7.89811e+59/t1.98137e+60
1.33   2.25767e+60/t-5.66375e+60
1.34   -6.45356e+60/t1.61898e+61
1.35   1.84475e+61/t-4.62786e+61
1.36   -5.27321e+61/t1.32287e+62
1.37   1.50735e+62/t-3.78143e+62
1.38   -4.30875e+62/t1.08092e+63
1.39   1.23166e+63/t-3.08982e+63
1.4   -3.52069e+63/t8.83224e+63
1.41   1.00639e+64/t-2.52469e+64
1.42   -2.87676e+64/t7.21684e+64
1.43   8.22323e+64/t-2.06293e+65
1.44   -2.35061e+65/t5.89689e+65
1.45   6.71921e+65/t-1.68563e+66
1.46   -1.92069e+66/t4.81836e+66
1.47   5.49028e+66/t-1.37733e+67
1.48   -1.5694e+67/t3.93709e+67
1.49   4.48612e+67/t-1.12542e+68
1.5   -1.28236e+68/t3.21701e+68
1.51   3.66562e+68/t-9.19581e+68
1.52   -1.04782e+69/t2.62862e+69
1.53   2.99518e+69/t-7.51391e+69
1.54   -8.56173e+69/t2.14785e+70
1.55   2.44737e+70/t-6.13963e+70
1.56   -6.9958e+70/t1.75501e+71
1.57   1.99975e+71/t-5.01671e+71
1.58   -5.71629e+71/t1.43402e+72
1.59   1.634e+72/t-4.09916e+72
1.6   -4.67079e+72/t1.17174e+73
1.61   1.33514e+73/t-3.34943e+73
1.62   -3.81651e+73/t9.57435e+73
1.63   1.09095e+74/t-2.73683e+74
1.64   -3.11848e+74/t7.82322e+74
1.65   8.91417e+74/t-2.23627e+75
1.66   -2.54811e+75/t6.39236e+75
1.67   7.28378e+75/t-1.82726e+76
1.68   -2.08207e+76/t5.22321e+76
1.69   5.95159e+76/t-1.49306e+77
1.7   -1.70126e+77/t4.2679e+77
1.71   4.86306e+77/t-1.21998e+78
1.72   -1.3901e+78/t3.48731e+78
1.73   3.97361e+78/t-9.96847e+78
1.74   -1.13586e+79/t2.84949e+79
1.75   3.24685e+79/t-8.14525e+79
1.76   -9.28111e+79/t2.32832e+80
1.77   2.653e+80/t-6.6555e+80
1.78   -7.58361e+80/t1.90247e+81
1.79   2.16778e+81/t-5.43822e+81
1.8   -6.19658e+81/t1.55452e+82
1.81   1.77129e+82/t-4.44358e+82
1.82   -5.06324e+82/t1.2702e+83
1.83   1.44733e+83/t-3.63086e+83
1.84   -4.13718e+83/t1.03788e+84
1.85   1.18261e+84/t-2.96678e+84
1.86   -3.3805e+84/t8.48055e+84
1.87   9.66316e+84/t-2.42416e+85
1.88   -2.76221e+85/t6.92947e+85
1.89   7.89579e+85/t-1.98079e+86
1.9   -2.25701e+86/t5.66208e+86
1.91   6.45166e+86/t-1.61851e+87
1.92   -1.84421e+87/t4.6265e+87
1.93   5.27166e+87/t-1.32248e+88
1.94   -1.50691e+88/t3.78032e+88
1.95   4.30749e+88/t-1.0806e+89
1.96   -1.2313e+89/t3.08891e+89
1.97   3.51966e+89/t-8.82964e+89
1.98   -1.00609e+90/t2.52395e+90
1.99   2.87592e+90/t-7.21472e+90
2   -8.22081e+90/t2.06233e+91
2.01   2.34992e+91/t-5.89516e+91
2.02   -6.71724e+91/t1.68513e+92
2.03   1.92012e+92/t-4.81694e+92
2.04   -5.48867e+92/t1.37692e+93
2.05   1.56894e+93/t-3.93593e+93
2.06   -4.4848e+93/t1.12509e+94
2.07   1.28198e+94/t-3.21606e+94
2.08   -3.66454e+94/t9.1931e+94
2.09   1.04751e+95/t-2.62785e+95
2.1   -2.9943e+95/t7.5117e+95
2.11   8.55921e+95/t-2.14722e+96
2.12   -2.44665e+96/t6.13783e+96
2.13   6.99375e+96/t-1.7545e+97
2.14   -1.99916e+97/t5.01523e+97
2.15   5.71461e+97/t-1.4336e+98
2.16   -1.63352e+98/t4.09795e+98
2.17   4.66941e+98/t-1.1714e+99
2.18   -1.33475e+99/t3.34845e+99
2.19   3.81539e+99/t-9.57153e+99
2.2   -1.09063e+100/t2.73602e+100
2.21   3.11756e+100/t-7.82092e+100
2.22   -8.91154e+100/t2.23561e+101
2.23   2.54736e+101/t-6.39049e+101
2.24   -7.28164e+101/t1.82672e+102
2.25   2.08146e+102/t-5.22168e+102
2.26   -5.94984e+102/t1.49262e+103
2.27   1.70076e+103/t-4.26664e+103
2.28   -4.86163e+103/t1.21962e+104
2.29   1.3897e+104/t-3.48628e+104
2.3   -3.97244e+104/t9.96554e+104
2.31   1.13552e+105/t-2.84865e+105
2.32   -3.24589e+105/t8.14286e+105
2.33   9.27838e+105/t-2.32764e+106
2.34   -2.65222e+106/t6.65354e+106
2.35   7.58138e+106/t-1.90192e+107
2.36   -2.16714e+107/t5.43662e+107
2.37   6.19476e+107/t-1.55406e+108
2.38   -1.77077e+108/t4.44228e+108
2.39   5.06175e+108/t-1.26982e+109
2.4   -1.4469e+109/t3.62979e+109
2.41   4.13597e+109/t-1.03758e+110
2.42   -1.18227e+110/t2.96591e+110
2.43   3.37951e+110/t-8.47805e+110
2.44   -9.66032e+110/t2.42345e+111
2.45   2.7614e+111/t-6.92743e+111
2.46   -7.89346e+111/t1.98021e+112
2.47   2.25635e+112/t-5.66042e+112
2.48   -6.44976e+112/t1.61803e+113
2.49   1.84366e+113/t-4.62514e+113
2.5   -5.27012e+113/t1.3221e+114
2.51   1.50646e+114/t-3.77921e+114
2.52   -4.30622e+114/t1.08029e+115
2.53   1.23093e+115/t-3.088e+115
2.54   -3.51862e+115/t8.82704e+115
2.55   1.0058e+116/t-2.52321e+116
2.56   -2.87507e+116/t7.21259e+116
2.57   8.21839e+116/t-2.06172e+117
2.58   -2.34923e+117/t5.89342e+117
2.59   6.71526e+117/t-1.68464e+118
2.6   -1.91956e+118/t4.81553e+118
2.61   5.48706e+118/t-1.37652e+119
2.62   -1.56847e+119/t3.93478e+119
2.63   4.48348e+119/t-1.12476e+120
2.64   -1.2816e+120/t3.21511e+120
2.65   3.66346e+120/t-9.1904e+120
2.66   -1.0472e+121/t2.62708e+121
2.67   2.99342e+121/t-7.5095e+121
2.68   -8.5567e+121/t2.14659e+122
2.69   2.44593e+122/t-6.13602e+122
2.7   -6.99169e+122/t1.75398e+123
2.71   1.99857e+123/t-5.01376e+123
2.72   -5.71293e+123/t1.43318e+124
2.73   1.63304e+124/t-4.09675e+124
2.74   -4.66804e+124/t1.17106e+125
2.75   1.33436e+125/t-3.34746e+125
2.76   -3.81427e+125/t9.56872e+125
2.77   1.09031e+126/t-2.73522e+126
2.78   -3.11664e+126/t7.81862e+126
2.79   8.90893e+126/t-2.23495e+127
2.8   -2.54662e+127/t6.38861e+127
2.81   7.2795e+127/t-1.82618e+128
2.82   -2.08084e+128/t5.22014e+128
2.83   5.94809e+128/t-1.49218e+129
2.84   -1.70026e+129/t4.26539e+129
2.85   4.8602e+129/t-1.21926e+130
2.86   -1.38929e+130/t3.48526e+130
2.87   3.97128e+130/t-9.96261e+130
2.88   -1.13519e+131/t2.84781e+131
2.89   3.24494e+131/t-8.14046e+131
2.9   -9.27565e+131/t2.32695e+132
2.91   2.65145e+132/t-6.65159e+132
2.92   -7.57915e+132/t1.90136e+133
2.93   2.1665e+133/t-5.43503e+133
2.94   -6.19294e+133/t1.5536e+134
2.95   1.77025e+134/t-4.44097e+134
2.96   -5.06026e+134/t1.26945e+135
2.97   1.44648e+135/t-3.62873e+135
2.98   -4.13475e+135/t1.03727e+136
2.99   1.18192e+136/t-2.96504e+136
3   -3.37851e+136/t8.47556e+136
3.01   9.65748e+136/t-2.42274e+137
3.02   -2.76059e+137/t6.9254e+137
3.03   7.89114e+137/t-1.97962e+138
3.04   -2.25568e+138/t5.65875e+138
3.05   6.44787e+138/t-1.61755e+139
3.06   -1.84312e+139/t4.62378e+139
3.07   5.26857e+139/t-1.32171e+140
3.08   -1.50602e+140/t3.7781e+140
3.09   4.30496e+140/t-1.07997e+141
3.1   -1.23057e+141/t3.08709e+141
3.11   3.51759e+141/t-8.82445e+141
3.12   -1.0055e+142/t2.52247e+142
3.13   2.87423e+142/t-7.21047e+142
3.14   -8.21598e+142/t2.06111e+143
3.15   2.34854e+143/t-5.89169e+143
3.16   -6.71329e+143/t1.68414e+144
3.17   1.91899e+144/t-4.81411e+144
3.18   -5.48544e+144/t1.37611e+145
3.19   1.56801e+145/t-3.93362e+145
3.2   -4.48217e+145/t1.12443e+146
3.21   1.28123e+146/t-3.21417e+146
3.22   -3.66239e+146/t9.1877e+146
3.23   1.04689e+147/t-2.6263e+147
3.24   -2.99254e+147/t7.50729e+147
3.25   8.55418e+147/t-2.14596e+148
3.26   -2.44521e+148/t6.13422e+148
3.27   6.98964e+148/t-1.75347e+149
3.28   -1.99799e+149/t5.01228e+149
3.29   5.71125e+149/t-1.43276e+150
3.3   -1.63256e+150/t4.09555e+150
3.31   4.66667e+150/t-1.17071e+151
3.32   -1.33397e+151/t3.34648e+151
3.33   3.81314e+151/t-9.5659e+151
3.34   -1.08999e+152/t2.73441e+152
3.35   3.11573e+152/t-7.81632e+152
3.36   -8.90631e+152/t2.23429e+153
3.37   2.54587e+153/t-6.38673e+153
3.38   -7.27736e+153/t1.82565e+154
3.39   2.08023e+154/t-5.21861e+154
3.4   -5.94634e+154/t1.49174e+155
3.41   1.69976e+155/t-4.26414e+155
3.42   -4.85877e+155/t1.2189e+156
3.43   1.38888e+156/t-3.48423e+156
3.44   -3.97011e+156/t9.95968e+156
3.45   1.13486e+157/t-2.84697e+157
3.46   -3.24398e+157/t8.13807e+157
3.47   9.27293e+157/t-2.32627e+158
3.48   -2.65067e+158/t6.64963e+158
3.49   7.57693e+158/t-1.9008e+159
3.5   -2.16586e+159/t5.43343e+159
3.51   6.19112e+159/t-1.55315e+160
3.52   -1.76973e+160/t4.43966e+160
3.53   5.05878e+160/t-1.26908e+161
3.54   -1.44605e+161/t3.62766e+161
3.55   4.13354e+161/t-1.03697e+162
3.56   -1.18157e+162/t2.96417e+162
3.57   3.37752e+162/t-8.47307e+162
3.58   -9.65464e+162/t2.42203e+163
3.59   2.75978e+163/t-6.92336e+163
3.6   -7.88882e+163/t1.97904e+164
3.61   2.25502e+164/t-5.65709e+164
3.62   -6.44597e+164/t1.61708e+165
3.63   1.84258e+165/t-4.62242e+165
3.64   -5.26702e+165/t1.32132e+166
3.65   1.50558e+166/t-3.77699e+166
3.66   -4.30369e+166/t1.07965e+167
3.67   1.23021e+167/t-3.08618e+167
3.68   -3.51655e+167/t8.82186e+167
3.69   1.00521e+168/t-2.52173e+168
3.7   -2.87338e+168/t7.20835e+168
3.71   8.21356e+168/t-2.06051e+169
3.72   -2.34785e+169/t5.88996e+169
3.73   6.71132e+169/t-1.68364e+170
3.74   -1.91843e+170/t4.8127e+170
3.75   5.48383e+170/t-1.37571e+171
3.76   -1.56755e+171/t3.93246e+171
3.77   4.48085e+171/t-1.12409e+172
3.78   -1.28085e+172/t3.21322e+172
3.79   3.66131e+172/t-9.185e+172
3.8   -1.04658e+173/t2.62553e+173
3.81   2.99166e+173/t-7.50508e+173
3.82   -8.55167e+173/t2.14533e+174
3.83   2.44449e+174/t-6.13242e+174
3.84   -6.98758e+174/t1.75295e+175
3.85   1.9974e+175/t-5.01081e+175
3.86   -5.70957e+175/t1.43234e+176
3.87   1.63208e+176/t-4.09434e+176
3.88   -4.6653e+176/t1.17037e+177
3.89   1.33358e+177/t-3.34549e+177
3.9   -3.81202e+177/t9.56309e+177
3.91   1.08967e+178/t-2.73361e+178
3.92   -3.11481e+178/t7.81402e+178
3.93   8.90369e+178/t-2.23364e+179
3.94   -2.54512e+179/t6.38485e+179
3.95   7.27522e+179/t-1.82511e+180
3.96   -2.07962e+180/t5.21707e+180
3.97   5.9446e+180/t-1.4913e+181
3.98   -1.69926e+181/t4.26288e+181
3.99   4.85734e+181/t-1.21854e+182
4   -1.38847e+182/t3.48321e+182
4.01   3.96894e+182/t-9.95675e+182
4.02   -1.13452e+183/t2.84614e+183
4.03   3.24303e+183/t-8.13568e+183
4.04   -9.2702e+183/t2.32558e+184
4.05   2.64989e+184/t-6.64768e+184
